,host,app,app count,Forcepoint ThreatSeeker,sophos,Comodo Valkyrie Verdict,BitDefender,alphaMountain.ai,Webroot,Dr.Web,Websense ThreatSeeker,Alexa,TrendMicro
1581,wise.qq.com,{'com.tencent.news'},"1
",search engines and portals,,media sharing,portals,,,,,,
1582,k.ssp.qq.com,{'com.tencent.news'},"1
",,,,,,,,,,
1583,uplog.inews.qq.com,{'com.tencent.news'},"1
",,,,,,,,,,
1584,tts.tencentcloudapi.com,{'com.tencent.news'},"1
",,,,,,,,,,
1585,api.prize.qq.com,{'com.tencent.news'},"1
",search engines and portals,,,portals,,,,,,
1586,c.ssp.qq.com,{'com.tencent.news'},"1
",search engines and portals,portal sites,media sharing,,,,,,,
1587,hao.lenovo.com,{'com.lenovo.lps.simple'},"1
",information technology,,,computersandsoftware,,,,,,
1588,open.bmob.cn,{'com.shere.simpletools.uninstaller'},"1
",information technology,general business,media sharing,business,,,,,,
1589,apiapp.people.cn,{'com.pdmi.studio.newmedia.people.video'},"1
",,,,,,,,,,
1590,api1.cztv.tv,{'com.hogesoft.android.changzhou'},"1
",internet radio and tv,,,,,,,,,
1591,launchsc.cloud.hoge.cn,{'com.hogesoft.android.changzhou'},"1
",,,,,,,,,,
1592,app.api.sj.360.cn,{'com.qihoo.appstore'},"1
",information technology,download freeware and shareware,unknown,computersandsoftware,,,,,,
1593,recommend.api.sj.360.cn,{'com.qihoo.appstore'},"1
",,,,,,,,,,
1594,update.api.sj.360.cn,{'com.qihoo.appstore'},"1
",information technology,,media sharing,,,,,,,
1595,intf1.zsall.mobilem.360.cn,{'com.qihoo.appstore'},"1
",,,,,,,,,,
1596,face.mobilem.360.cn,{'com.qihoo.appstore'},"1
",,,,,,,,,,
1597,apigw-04.huawei.com,{'com.huawei.fans'},"1
",,,,,,,,,,
1598,sdk.boetech.cn,{'com.byread.reader'},"1
",,,,,,,,,,
1599,101.200.125.182,{'com.beiqing.chongqinghandline'},"1
",,,,,,,,,,
1600,img.cqqnb.net,{'com.beiqing.chongqinghandline'},"1
",,,,,,,,,,
1601,s.hxdrive.net,{'net.shenqi.reader'},"1
",,,,,,,,,,
1602,pcs.baidu.com,{'market.fy.backlight'},"1
",personal network storage and backup,search engines,,searchengines,,,,,,
1603,cbgcapi.scol.com.cn,{'com.sichuanol.cbgc'},"1
",,,,,,,,,,
1604,api.volcanonovel.cn,{'com.weteent.freebook'},"1
",,,,,,,,,,
1605,adsdk.vivo.com.cn,{'com.mianfeizs.book'},"1
",,,,,,,,,,
1606,39.105.243.86,{'com.mianfeizs.book'},"1
",,,,,,,,,,
1607,log.gtp.xy1212.com,{'com.mianfeizs.book'},"1
",sex,,media sharing,,,,,,,
1608,de.gtp.xy1212.com,{'com.mianfeizs.book'},"1
",,,,,,,,,,
1609,adx.cread.com,{'com.mianfeizs.book'},"1
",,,,,,,,,,
1610,api-ads.qutaovip.com,{'com.mianfeizs.book'},"1
",information technology,,,,,,,,,
1611,api.2uuss.cn,{'com.isyezon.kbatterydoctor'},"1
",,,media sharing,,,,,,,
1612,api2.openinstall.io,{'io.dcloud.H55BDF6BE'},"1
",information technology,information technology,,,,,,,,
1613,m.taoquanquan.com,{'com.mogubrowser'},"1
",message boards and forums,,media sharing,,,,,,,
1614,www.xbext.com,{'com.mmbox.browser800'},"1
",,,,,,,,,,
1615,api.wendu.cn,{'com.cmstop.zswz'},"1
",,,,,,,,,,
1616,180.150.186.111,{'com.gaoxin.dongfangime'},"1
",,,,,,,,,,
1617,android.sms.sohu.com,{'com.sohu.store'},"1
",,,,portals,,,,search engines and portals,门户网站,software downloads
1618,pp.felinkapps.com,{'pixelrush.xphonefree'},"1
",information technology,advertisements,,,,,,,,
1619,doudouuser.cn-beijing.log.aliyuncs.com,{'com.kanshu.ksgb.fastread.doudou'},"1
",,,,,,,,,,
1620,api.airpush.com,{'com.bluebattery.charger'},"1
",web infrastructure,information technology,,business,,,,,,
1621,qapi91.7to.cn,{'com.qitu.market'},"1
",business and economy,,,,,,,,,
1622,192.168.137.30,{'com.tcl.multiscreen.interactive.improve'},"1
",,,,,,,,private ip addresses,,
1623,mm.maxthon.cn,{'com.mx.browser.tablet'},"1
",,,,,,,,,,
1624,w.m.taobao.com,{'com.mx.browser.tablet'},"1
",internet auctions,online shopping,media sharing,onlineshop,,Shopping,,,,
1625,mm.maxthon.com,{'com.mx.browser.tablet'},"1
",,,,,,,,,,
1626,apiv4.cst123.cn,{'com.hz_hb_newspaper'},"1
",,,,,,,,,,
1627,backbone-ingest.appfour.com,{'com.aide.ui'},"1
",,,,,,,,,,
1628,databack.dangdang.com,{'com.dangdang.reader'},"1
",shopping,online shopping,media sharing,onlineshop,,,,,,
1629,txs.lhfffad.com,{'com.martian.ttbook'},"1
",,,,,,,,,,
1630,tybook.itaoxiaoshuo.com,{'com.martian.ttbook'},"1
",business and economy,,,,,,,,,
1631,feedback.itaoxiaoshuo.com,{'com.martian.ttbook'},"1
",,,,,,,,,,
1632,ugrowth.itaoxiaoshuo.com,{'com.martian.ttbook'},"1
",business and economy,,,,,,,,,
1633,appwall.itaoxiaoshuo.com,{'com.martian.ttbook'},"1
",,,,,,,,,,
1634,newsapi.sina.cn,{'com.sina.news.lite'},"1
",news and media,portal sites,,portals,,,,,,
1635,app5.zhulang.com,{'com.zhulang.reader'},"1
",entertainment,,media sharing,onlineshop,,,,,,
1636,api.caijingmobile.com,{'com.caijing'},"1
",,,,,,,,,,
1637,192.187.117.50,{'com.scitel.android.news'},"1
",,,,,,,,uncategorized,,
1638,mdap.alipay.com,{'com.UCMobile'},"1
",financial data and services,financial services,,onlinepay,,,,,,
1639,mobservices.yoka.com,{'com.yoka.hotman'},"1
",news and media,,,,,,,,,
1640,masdk.3g.qq.com,{'com.tencent.lightapp.Tencent'},"1
",search engines and portals,portal sites,,portals,,,,,,
1641,ttv1.dftoutiao.com,{'com.yicen.ttkb'},"1
",information technology,news,media sharing,,,,,,,
1642,befsharelog.dftoutiao.com,{'com.yicen.ttkb'},"1
",information technology,,,business,,,,,,
1643,tj.dftoutiao.com,{'com.yicen.ttkb'},"1
",information technology,news,,,,,,,,
1644,shouyi.dftoutiao.com,{'com.yicen.ttkb'},"1
",information technology,,,business,,,,,,
1645,advpolling.dftoutiao.com,{'com.yicen.ttkb'},"1
",information technology,news,media sharing,,,,,,,
1646,sharenewsimg.dftoutiao.com,{'com.yicen.ttkb'},"1
",information technology,,,business,,,,,,
1647,cloud2.dftoutiao.com,{'com.yicen.ttkb'},"1
",information technology,,,business,,,,,,
1648,mgynew.hntvcloud.com,{'com.mango.hnxwlb'},"1
",,,,,,,,,,
1649,app.sfgj.org,{'com.shafa.helper'},"1
",business and economy,,media sharing,,,,,,,
1650,n.mse.360.cn,{'com.qihoo.browser'},"1
",information technology,,,computersandsoftware,,,,,,
1651,proapi.jingjiribao.cn,{'com.tianwen.jjrb'},"1
",,,,,,,,,,
1652,a.gxxw.com,{'com.myxianwen.nanguozaobao'},"1
",,,unknown,,,,,,,
1653,app-h5.ngzb.com.cn,{'com.myxianwen.nanguozaobao'},"1
",,,,,,,,,,
1654,app-api.ngzb.com.cn,{'com.myxianwen.nanguozaobao'},"1
",,,,,,,,,,
1655,app-px.ngzb.com.cn,{'com.myxianwen.nanguozaobao'},"1
",,,,,,,,,,
1656,app-jifen.ngzb.com.cn,{'com.myxianwen.nanguozaobao'},"1
",,,,,,,,,,
1657,video.ngzb.com.cn,{'com.myxianwen.nanguozaobao'},"1
",,,,,,,,,,
1658,sdk.muzhiwan.com,{'com.muzhiwan.gamehelper.backup'},"1
",,,,,,,,,,
1659,net.rayjump.com,{'com.dolphin.phone.clean'},"1
",business and economy,games,,,,,,,,
1660,top.weibo.cn,{'com.sina.weibo.xianzhi'},"1
",social networking,,,business,,,,,,
1661,datacollect.dingxinwen.cn,{'cn.dahebao'},"1
",,,,,,,,,,
1662,qasapi.dingxinwen.cn,{'cn.dahebao'},"1
",,,,,,,,,,
1663,anv8.ctapi.papa91.com,{'com.papa91.gba.aso'},"1
",games,,,,,,,,,
1664,datainterface.papa91.com,{'com.papa91.gba.aso'},"1
",games,games,media sharing,,,,,,,
1665,anv3cjapi.papa91.com,{'com.papa91.gba.aso'},"1
",games,games,media sharing,,,,,,,
1666,anv3frapi.papa91.com,{'com.papa91.gba.aso'},"1
",games,,,,,,,,,
1667,api7.tuisong.baidu.com,{'com.smart.pzh'},"1
",search engines and portals,search engines,media sharing,searchengines,,,,,,
1668,api.search.taola123.cn,{'com.zz.ymtt'},"1
",,,,,,,,,,
1669,suha.taola123.cn,{'com.zz.ymtt'},"1
",,,,,,,,,,
1670,scr.taola123.cn,{'com.zz.ymtt'},"1
",,,,,,,,,,
1671,api.eportalmobile.com,{'com.ume.browser.international'},"1
",web analytics,,,,,,,,,
1672,mobile.uu.163.com,{'com.netease.uu'},"1
",,,,,,,,,,
1673,mermaid.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,,business,,,,,,
1674,mobile.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,media sharing,business,,Computer and Internet Info,,,,
1675,m.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,media sharing,business,Entertainment,,,,,
1676,adse.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,,business,,,,,,
1677,gslbali.ximalaya.com,{'com.ximalaya.ting.android'},"1
",,,,,,,,,,
1678,xdcs-collector.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,media sharing,business,,,,,,
1679,mobile.tx.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,,business,,,,,,
1680,pns.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,media sharing,,,,,,,
1681,search.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,,,business,,,,,,
1682,adbehavior.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,,,business,,,,,,
1683,audio.ali.xmcdn.com,{'com.ximalaya.ting.android'},"1
",content delivery networks,content delivery,media sharing,marketing,,,,,,
1684,mobwsa.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,,,business,,,,,,
1685,adse.wsa.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,,,business,,,,,,
1686,adsehera.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,media sharing,,,,,,,
1687,livewsa.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,,,business,,,,,,
1688,mwsa.ximalaya.com,{'com.ximalaya.ting.android'},"1
",business and economy,reference,media sharing,business,,Computer and Internet Info,,,,
1689,m.analytics.126.net,{'com.netease.newsreader.activity'},"1
",information technology,news,media sharing,portals,,,,,,
1690,wire.ws.126.net,{'com.netease.newsreader.activity'},"1
",,,,,,,,,,
1691,yp.ws.126.net,{'com.netease.newsreader.activity'},"1
",information technology,news,,portals,,,,,,
1692,qapm.qq.com,{'com.qidian.QDReader'},"1
",search engines and portals,,,portals,,,,,,
1693,videoapi.yuewen.com,{'com.qidian.QDReader'},"1
",,,,,,,,,,
1694,pushws.qidian.com,{'com.qidian.QDReader'},"1
",,,,entertainment,,,,entertainment,,
1695,bookcover.yuewen.com,{'com.qidian.QDReader'},"1
",business and economy,information technology,,,,,,,,
1696,me.qidian.com,{'com.qidian.QDReader'},"1
",entertainment,,,entertainment,,,,,,
1697,push.wapx.cn,{'com.pingshu.history'},"1
",,information technology,media sharing,,,,,,,
1698,api.bjnews.com.cn,{'com.foundao.bjnews'},"1
",news and media,news,,business,,,,,,
1699,mapi.ytcutv.com,{'com.hoge.android.app.yantaibaoye'},"1
",,,,,,,,,,
1700,message-team.cloud.hoge.cn,{'com.hoge.android.app.yantaibaoye'},"1
",,,,,,,,,,
1701,tjv1.dftoutiao.com,{'com.guangsu.browser'},"1
",information technology,news,media sharing,,,,,,,
1702,shservice.kingnetdc.com,{'com.kingnet.fiveline'},"1
",,,,,,,,,,
1703,apiv3.17k.com,{'com.chineseall.reader'},"1
",entertainment,,,,,,,,,
1704,api.17k.com,{'com.chineseall.reader'},"1
",entertainment,entertainment,media sharing,,,,,,,
1705,party.api.xinhuaapp.com,{'net.xinhuamm.d0938'},"1
",,,,,,,,,,
1706,mobad.yoka.com,{'com.yoka.nanren'},"1
",news and media,,,,,,,,,
1707,reader.hongbao8.net,{'com.ssnj.fast.read.novles'},"1
",,,,,,,,,,
1708,xmt-api.lnrbxmt.com,{'com.lnrb.lnrbapp'},"1
",information technology,,,,,,,,,
1709,dongcaidi.91zhiwang.com,{'com.creditease.dongcaidi'},"1
",,,,,,,,,,
1710,t1.bdp.yixin.com,{'com.creditease.dongcaidi'},"1
",financial data and services,,,,,,,,,
1711,coolmartapi.coolyun.com,{'com.yulong.android.coolmart'},"1
",,,,,,,,,,
1712,floatingad.gm825.com,{'com.yulong.android.coolmart'},"1
",information technology,,media sharing,,,,,,,
1713,data.gm825.com,{'com.yulong.android.coolmart'},"1
",information technology,,media sharing,,,,,,,
1714,v3api.hot.yoka.com,{'com.yoka.android.portal'},"1
",news and media,,,,,,,,,
1715,api.ishugui.com,{'com.kssq'},"1
",educational materials,,media sharing,,,,,,,
1716,log.ishugui.com,{'com.kssq'},"1
",web analytics,entertainment,media sharing,,,,,,,
1717,www.sdga.gov.cn,{'com.hanweb.sdgzt.jmportal.activity'},"1
",government,,,government,,,,,,
1718,appapi.stcn.com,{'com.stcn.newmedia.activity'},"1
",,,,,,,,,,
1719,androidapi4.yc.ifeng.com,{'com.ifeng.android'},"1
",news and media,,,news,,,,,,
1720,media.yc.ifeng.com,{'com.ifeng.android'},"1
",news and media,news,,,,,,,,
1721,ha.mobaonline.com,{'com.ucool.heroesarena'},"1
",,,,,,,,,,
1722,gh.baidu.com,{'com.qihoo.browser'},"1
",,,,,,,,,,
1723,big-data.cn-shenzhen.log.aliyuncs.com,{'com.tuoluocaijing'},"1
",,,,,,,,,,
1724,api.gg.18183.com,{'com.changwan.giftdaily'},"1
",sex,games,media sharing,games,,,,,,
1725,app-yuedu.18183.com,{'com.changwan.giftdaily'},"1
",,,,games,,,,sex,,
1726,api-wango.18183.com,{'com.changwan.giftdaily'},"1
",sex,,,games,,,,,,
1727,api-ku.18183.com,{'com.changwan.giftdaily'},"1
",,,,,,,,,,
1728,api-ka.18183.com,{'com.changwan.giftdaily'},"1
",,,,,,,,,,
1729,cpa.wifigo.cn,{'cn.howie.base.ui.activity'},"1
",,,,,,,,,,
1730,mobapi.wifigo.cn,{'cn.howie.base.ui.activity'},"1
",,,,,,,,uncategorized,,
1731,api.thepoemforyou.com,{'com.thepoemforyou.app'},"1
",,,,,,,,,,
1732,learn.chaoxing.com,{'com.chaoxing.openuniversity'},"1
",business and economy,,,education,,,,,,
1733,apps.chaoxing.com,{'com.chaoxing.openuniversity'},"1
",business and economy,,,education,,,,,,
1734,fystat-ans.chaoxing.com,{'com.chaoxing.openuniversity'},"1
",,,,education,,,,business and economy,,
1735,mooc1-api.chaoxing.com,{'com.chaoxing.openuniversity'},"1
",business and economy,reference,,education,,,,,,
1736,rec.chaoxing.com,{'com.chaoxing.openuniversity'},"1
",,,,education,,,,,,
1737,code.fcwds.com,{'com.fcwds.wifiprotect'},"1
",uncategorized,,,,,,,,,
1738,fm.huyayue.com,{'cn.fmsyjhgb'},"1
",,,,,,,,,,
1739,appa.cncnews.cn,{'com.cnc.cncnews'},"1
",educational materials,,,,,,,,,
1740,api.yuntujk.com,{'com.yuntu.taipinghuihui'},"1
",,,,,,,,,,
1741,cnappapi.investing.com,{'com.fusionmedia.investingCN'},"1
",,,,,,,,,,
1742,api.91maque.com,{'cn.pear.browser'},"1
",uncategorized,,,,,,,,,
1743,haina.zuiyouxi.com,{'com.babeltime.lovepet'},"1
",games,games,media sharing,,,,,,,
1744,www.mstars.cn,{'cn.mstars.activity'},"1
",uncategorized,,,,,,,,,
1745,api02.hitool.net,{'cn.app001.qlock'},"1
",,,,,,,,,,
1746,121.40.120.9,{'com.hchina.backup'},"1
",,,,,,,,,,
1747,www.sosoti.com,{'com.sosoti.homework.juniormath'},"1
",,,,,,,,,,
1748,news.kanshu.com,{'com.kanshu.explorer'},"1
",financial data and services,,media sharing,computersandsoftware,,,,,,
1749,www.ipadview.com,{'niaoge.xiaoyu.router'},"1
",,,,,,,,,,
1750,api.alliread.com,{'niaoge.xiaoyu.router'},"1
",,,,,,,,,,
1751,track.atom-data.io,{'iron.web.jalepano.browser'},"1
",information technology,information technology,software-hardware,,,,,,,
1752,ip.taobao.com,{'cn.lt.game'},"1
",internet auctions,online shopping,online services,onlineshop,,,,,,
1753,www.weidutoutiao.com,{'com.sykj.SykjWdtt'},"1
",,,,,,,,,,
1754,cds.wifi188.com,{'com.snda.wifilocating'},"1
",,content delivery,media sharing,,,,,,,
1755,mobile.iissbbs.com,{'com.chinaiiss.strate'},"1
",,,,,,,,,,
1756,collector.chinamcloud.com,{'com.sobeycloud.wangjie.jntv'},"1
",,,,,,,,,,
1757,bizcf.8dudata.com,{'com.i8dudata.app'},"1
",,,,,,,,,,
1758,api.yzwb.net,{'com.toutiao.yangtse'},"1
",news and media,news,media sharing,news,,,,,,
1759,t.ads.sohu.com,{'com.sohu.newsclient'},"1
",search engines and portals,portal sites,media sharing,,,,,,,
1760,a.track.sohu.com,{'com.sohu.newsclient'},"1
",search engines and portals,portal sites,,portals,,,,,,
1761,ad.cauly.co.kr,{'View.Ddaycounter.SangGeon.Cauly'},"1
",advertisements,general business,,,,,,,,
1762,app.market.xiaomi.com,{'com.yysc.one.vs'},"1
",,,,,,,,,,
1763,tui.yingshe.com,{'com.coinstation.bixiang'},"1
",,,,,,,,,,
1764,groups.yingshe.com,{'com.coinstation.bixiang'},"1
",,,,,,,,,,
1765,u2.iqiyipic.com,{'com.iqiyi.acg'},"1
",streaming media,general business,computing & technology,,,,,,,
1766,api.infzm.com,{'com.infzm.ireader'},"1
",news and media,news,media sharing,news,,,,,,
1767,nas.infzm.com,{'com.infzm.ireader'},"1
",news and media,news,,news,,News and Media,,,,
1768,xfx.infzm.com,{'com.infzm.ireader'},"1
",news and media,news,media sharing,news,,Shopping,,,,
1769,pub.tpl.infzm.com,{'com.infzm.ireader'},"1
",,,,,,,,,,
1770,x.infzm.com,{'com.infzm.ireader'},"1
",news and media,news,media sharing,news,,,,,,
1771,passport.infzm.com,{'com.infzm.ireader'},"1
",news and media,news,media sharing,news,,Personal sites and Blogs,,,,
1772,adfill.adview.cn,{'com.guo.filedialog'},"1
",business and economy,,,business,,,,,,
1773,api.send-anywhere.com,{'com.estmob.android.sendanywhere'},"1
",personal network storage and backup,personal network storage,software-hardware,business,,Personal Storage,,,,
1774,log.z3.cn,{'com.mci.smagazine'},"1
",parked domain,reference,media sharing,,,,,,,
1775,domain01.zhangyue01.com,{'com.mci.smagazine'},"1
",information technology,parked domains,unknown,,,,,,,
1776,mbduser.newaircloud.com,{'com.huatek.xanc'},"1
",information technology,,media sharing,,,,,,,
1777,f.rednet.cn,{'com.rednet.xushuo'},"1
",,,,,,,,,,
1778,qq.shyjll.cn,{'com.ldzs.zhangxin'},"1
",,,media sharing,,,,,,,
1779,y.shyjll.cn,{'com.ldzs.zhangxin'},"1
",,,,,,,,,,
1780,uiam.scms.sztv.com.cn,{'com.cutv.shakeshake'},"1
",,,,,,,,,,
1781,p.aoziclub.com,{'com.baozou.baozou.android'},"1
",,,,,,,,,,
1782,s.a.alldk.com,{'com.zhuantoutiao'},"1
",information technology,dynamic dns and isp sites,,,,,,,,
1783,client2.cmread.com,{'com.ophone.reader.ui'},"1
",,,,,,,,,,
1784,wap.cmread.com,{'com.ophone.reader.ui'},"1
",business and economy,download freeware and shareware,media sharing,parked,,,,,,
1785,adxserver.ad.cmvideo.cn,{'com.ophone.reader.ui'},"1
",streaming media,video hosting,,,,,,,,
1786,record.cmread.com,{'com.ophone.reader.ui'},"1
",application and software download,,,parked,,,,,,
1787,1621621200793017.sports.imtmp.net,{'com.tencent.qqsports'},"1
",,,,,,,,,,
1788,1621621236177298.sports.imtmp.net,{'com.tencent.qqsports'},"1
",,,,,,,,,,
1789,api.zhuishushenqi.com,{'com.ushaqi.zhuishushenqi'},"1
",entertainment,entertainment,media sharing,,,,,,,
1790,pay.zhuishushenqi.com,{'com.ushaqi.zhuishushenqi'},"1
",entertainment,,media sharing,,,,,,,
1791,b.zhuishushenqi.com,{'com.ushaqi.zhuishushenqi'},"1
",,,,,,,,,,
1792,zs.shlhad.com,{'com.ushaqi.zhuishushenqi'},"1
",,,,,,,,,,
1793,b02.zhuishushenqi.com,{'com.ushaqi.zhuishushenqi'},"1
",entertainment,,,,,,,,,
1794,activityapi.zhuishushenqi.com,{'com.ushaqi.zhuishushenqi'},"1
",entertainment,,,,,,,,,
1795,goldcoin.zhuishushenqi.com,{'com.ushaqi.zhuishushenqi'},"1
",entertainment,,,,,,,,,
1796,ad.1391.com,{'com.ushaqi.zhuishushenqi'},"1
",,,,,,,,,,
1797,xcyapi2.xinhuaxmt.com,{'com.xinhuamm.xianchangyun'},"1
",,,,,,,,,,
1798,xinhua-usercenter.oss-cn-hangzhou.aliyuncs.com,{'com.xinhuamm.xianchangyun'},"1
",,,,,,,,,,
1799,messages.1kxun.mobi,{'com.sceneway.kankan.market3'},"1
",entertainment,,,business,,,,,,
1800,core.airbridge.io,{'com.toomics.zzamtoon.google'},"1
",information technology,information technology,,,,,,,,
1801,bh0.pocketart.studio,{'com.pocketartsturiogp.FashionDesignSketches'},"1
",,,,,,,,,,
1802,rules2.aatkit.com,{'ch.autoscout24.autoscout24'},"1
",web and email marketing,information technology,,,,,,,,
1803,d.caijiyouxi.com,{'com.dianyun.chikii'},"1
",business and economy,,,,,,,,,
1804,loci.yulandar.info,{'com.auro.app.vpn'},"1
",,,,,,Business and Economy,,,,
1805,mobilesdk-us.kampyle.com,{'com.juvomobileinc.tigoshop.sv'},"1
",information technology,information technology,media sharing,business,,,,,,
1806,prod.api.tigo.com,{'com.juvomobileinc.tigoshop.sv'},"1
",job search,,,marketing,,,,,,
1807,xlaxiata-api.digital.medallia.com.au,{'com.axis.net'},"1
",,,,,,,,,,
1808,ibd-as-api.iq.com,{'com.iqiyi.i18n'},"1
",business and economy,general business,,,,,,,,
1809,trace.intl.iqiyi.com,{'com.iqiyi.i18n'},"1
",streaming media,entertainment,,marketing,,,,,,
1810,plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,mobile communications,computersandsoftware,"Information Technology, Video/Multimedia",,,,,
1811,127.0.0.1,{'com.plexapp.android'},"1
",,,adult content,,,,,,,
1812,webshows.provider.plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,,computersandsoftware,,Computer and Internet Info,,,,
1813,epg.provider.plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,,computersandsoftware,,Computer and Internet Info,,,,
1814,vod.provider.plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,,computersandsoftware,,Computer and Internet Info,,,,
1815,music.provider.plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,,computersandsoftware,,Computer and Internet Info,,,,
1816,podcasts.provider.plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,,computersandsoftware,,Computer and Internet Info,,,,
1817,metadata.provider.plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,,computersandsoftware,,Computer and Internet Info,,,,
1818,sonos.plex.tv,{'com.plexapp.android'},"1
",streaming media,video hosting,,computersandsoftware,,Computer and Internet Info,,,,
1819,guigu.singaporepaya.com,{'com.tencent.wecomic'},"1
",,,media sharing,,,,,,,
1820,www.battlenet.com.cn,{'com.blizzard.messenger'},"1
",games,games,,,,,,,,
1821,evt.mxplay.com,{'com.mxtech.videoplayer.ad'},"1
",application and software download,video hosting,,,Entertainment,,,,,
1822,api.aurosdklink.com,{'com.cloneapp.parallelspace.dualspace'},"1
",,,,,,,,,,
1823,hd.didiglobal.com,{'com.didiglobal.driver'},"1
",business and economy,,,,,,,,,
1824,api.gamecenter.run,{'com.lucky.gamesocial'},"1
",,games,,,,,,,,
1825,api.webreadapp.com,{'com.novelss.weread'},"1
",,,media sharing,,,,,,,
1826,pubads.g.doubleclick.net,{'com.cars.android'},"1
",advertisements,advertisements,advertisements & popups,ads,Ads/Analytics,,adult content,,,
1827,api.cars.com,{'com.cars.android'},"1
",vehicles,vehicles,,onlineshop,,,,,,
1828,m.accmgr.com,{'com.cars.android'},"1
",information technology,general business,,onlineshop,,,,,,
1829,www.autolink.site,{'com.link.autolink'},"1
",uncategorized,,,,,,,,,
1830,sdk-api-v1.singular.net,{'co.taxibeat.driver'},"1
",information technology,information technology,media sharing,misc,,,,,,
1831,api.everyplay.com,{'com.burabura.FlyingLogo'},"1
",games,games,media sharing,misc,,,,,,
1832,hamifans.emome.net,{'com.qianxun.comic'},"1
",,,,,,,,,,
1833,manga.1kxun.mobi,{'com.qianxun.comic'},"1
",,,,,,,,,,
1834,api.mrbunny2020.com,{'com.free.vpn.bunny'},"1
",,information technology,,,,,,,,
1835,ace.naver.com,{'com.nhn.android.webtoon'},"1
",search engines and portals,,,searchengines,,,,,,
1836,analytics.kidoz.net,{'com.greysprings.kindergarten8'},"1
",application and software download,information technology,media sharing,,,,,,,
1837,sdk-api.kidoz.net,{'com.greysprings.kindergarten8'},"1
",application and software download,information technology,media sharing,,,,,,,
1838,eu1.chatdate.app,{'com.hotornot.app'},"1
",personals and dating,,,,,,,,,
1839,nelo2-col.linecorp.com,{'com.linecorp.linetv'},"1
",information technology,information technology,,business,,,,,,
1840,antv-28-google-pixel3-505005000.api.amazonvideo.com,{'com.amazon.amazonvideo.livingroom'},"1
",,,,,,,,,,
1841,www.rightlink.mx,{'com.grupow.RightApp'},"1
",,,,,,,,financial data and services,,
1842,bugsnag-session.monitor.core.app.alexa.a2z.com,{'com.amazon.dee.app'},"1
",shopping,educational institutions,media sharing,education,,,,,,
1843,dc.services.visualstudio.com,{'com.microsoft.powerbim'},"1
",collaboration - office,information technology,computing & technology,computersandsoftware,"Business/Economy, Information Technology",,,,,
1844,eu1.blendr.com,{'com.blendr.mobile'},"1
",personals and dating,,web applications,business,,,,,,
1845,wzrkt.com,{'com.gojek.resto'},"1
",web analytics,general business,computing & technology,,"Ads/Analytics, Business/Economy",,,,,
1846,d3e7ardzpaj3y4.cloudfront.net,{'com.NiceOne.App'},"1
",,,,,,,,,,
1847,tdw.telkomsel.com,{'com.telkomsel.telkomselcm'},"1
",business and economy,,,business,,,,,,
1848,api.emiratesauction.com,{'com.ea.emiratesauction'},"1
",,,,marketing,,,,business and economy,,
1849,epassport.didiglobal.com,{'com.didiglobal.fleet'},"1
",,,,,,,,,,
1850,api.skillshare.com,{'com.skillshare.Skillshare'},"1
",educational materials,,,marketing,,,,,,
1851,sessions.coinbase.com,{'com.coinbase.android'},"1
",information technology,financial services,media sharing,business,,Financial Services,,,,
1852,exceptions.coinbase.com,{'com.coinbase.android'},"1
",information technology,financial services,,business,,Financial Services,,,,
1853,log.funshareapp.com,{'com.fun.share'},"1
",,information technology,,,,,,,,
1854,client-log.box.com,{'com.box.android'},"1
",personal network storage and backup,personal network storage,,business,,,,,,
1855,gars.hit.gemius.pl,{'com.infostud.android.pa'},"1
",information technology,general business,media sharing,business,,,,,,
